amount_tsh,gps_height,population,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group
100.0,1612.0,1200.0,2009.0,handpump,user-group,unknown,salty,enough,borehole,hand pump,functional
300.0,377.0,50.0,2007.0,handpump,user-group,monthly,good,insufficient,shallow well,hand pump,functional
100.0,1108.0,950.0,2009.0,handpump,other,on failure,good,seasonal,shallow well,hand pump,functional
50.0,23.0,100.0,2010.0,submersible,commercial,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,83.0,1.0,2005.0,other,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
100.0,1534.0,1.0,1990.0,other,user-group,unknown,good,insufficient,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,1200.0,450.0,2008.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,295.0,300.0,2005.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
1000.0,1162.0,660.0,1985.0,handpump,user-group,monthly,good,insufficient,borehole,hand pump,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,dry,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,seasonal,shallow well,other,non functional
100.0,272.0,250.0,1987.0,other,user-group,unknown,good,dry,shallow well,other,non functional
50.0,1342.0,200.0,2012.0,submersible,commercial,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
20.0,440.0,50.0,2010.0,submersible,user-group,per bucket,good,enough,shallow well,communal standpipe,functional
100.0,283.0,1.0,1985.0,other,user-group,unknown,good,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
30.0,1228.0,600.0,2009.0,handpump,user-group,per bucket,salty,enough,borehole,hand pump,functional
30.0,26.0,670.0,2010.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,1566.0,1.0,2005.0,handpump,user-group,never pay,good,seasonal,borehole,hand pump,non functional
5000.0,1184.0,300.0,2006.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional needs repair
100.0,228.0,200.0,2002.0,handpump,user-group,never pay,salty,insufficient,shallow well,hand pump,functional
100.0,197.0,420.0,2012.0,motorpump,user-group,unknown,salty,enough,borehole,communal standpipe,non functional
5000.0,759.0,250.0,2012.0,other,commercial,annually,good,enough,borehole,communal standpipe,non functional
5000.0,1181.0,50.0,1994.0,other,user-group,annually,good,enough,borehole,other,non functional
100.0,499.0,150.0,1977.0,submersible,user-group,never pay,good,enough,borehole,communal standpipe,non functional
50.0,36.0,230.0,2006.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,non functional
100.0,316.0,220.0,1986.0,other,user-group,never pay,milky,insufficient,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,monthly,salty,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,submersible,user-group,per bucket,salty,insufficient,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
50.0,825.0,300.0,2012.0,handpump,user-group,per bucket,salty,enough,borehole,hand pump,functional
5000.0,923.0,3000.0,2008.0,handpump,user-group,annually,salty,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,unknown,unknown,unknown,unknown,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,salty,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,annually,good,seasonal,shallow well,hand pump,functional
100.0,26.0,150.0,2009.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,seasonal,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,1455.0,270.0,2006.0,handpump,parastatal,never pay,salty,enough,borehole,hand pump,functional
100.0,1992.0,230.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,functional
100.0,1556.0,130.0,2004.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
50.0,825.0,90.0,2010.0,motorpump,user-group,per bucket,salty,seasonal,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,unknown,good,dry,borehole,communal standpipe,non functional
5000.0,1467.0,497.0,1994.0,handpump,user-group,annually,good,insufficient,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,42.0,200.0,2003.0,handpump,user-group,never pay,good,dry,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,dry,borehole,communal standpipe,non functional
2000.0,825.0,515.0,1995.0,handpump,user-group,annually,salty,seasonal,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,parastatal,unknown,good,enough,shallow well,hand pump,functional
100.0,122.0,342.0,2005.0,other,user-group,never pay,good,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,monthly,salty,enough,shallow well,hand pump,functional needs repair
50.0,4.0,1.0,2005.0,motorpump,commercial,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,dry,shallow well,other,non functional
100.0,825.0,200.0,1971.0,other,user-group,unknown,good,enough,borehole,other,non functional
100.0,825.0,150.0,2000.0,other,user-group,never pay,salty,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
50.0,21.0,300.0,2010.0,submersible,parastatal,per bucket,good,enough,borehole,communal standpipe,functional
100.0,1539.0,360.0,2007.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,monthly,salty,insufficient,shallow well,other,non functional
2000.0,1437.0,325.0,2004.0,handpump,user-group,monthly,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,salty,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,salty,insufficient,shallow well,hand pump,functional
100.0,825.0,100.0,2003.0,handpump,user-group,never pay,good,seasonal,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,milky,seasonal,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,annually,good,dry,borehole,communal standpipe,non functional
10000.0,1157.0,200.0,1996.0,other,user-group,annually,good,insufficient,borehole,other,non functional
100.0,1372.0,300.0,1989.0,other,user-group,unknown,good,enough,shallow well,other,non functional
50.0,249.0,430.0,2006.0,handpump,user-group,per bucket,salty,enough,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,submersible,user-group,never pay,good,insufficient,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,monthly,good,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
500.0,220.0,300.0,2006.0,handpump,user-group,monthly,good,insufficient,shallow well,hand pump,functional
100.0,825.0,500.0,2008.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
50.0,825.0,300.0,1985.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,annually,good,insufficient,shallow well,hand pump,functional needs repair
100.0,1574.0,1.0,1990.0,other,user-group,unknown,unknown,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,462.0,300.0,2008.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
30000.0,1887.0,1.0,2010.0,handpump,user-group,monthly,good,enough,borehole,hand pump,non functional
500.0,377.0,150.0,2008.0,handpump,user-group,monthly,salty,enough,shallow well,hand pump,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,100.0,1985.0,other,user-group,unknown,good,enough,borehole,other,non functional
100.0,1249.0,2198.0,1996.0,handpump,user-group,never pay,salty,enough,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,seasonal,shallow well,hand pump,non functional
100.0,1164.0,154.0,1985.0,other,commercial,never pay,good,enough,borehole,hand pump,non functional
100.0,825.0,500.0,1986.0,other,user-group,unknown,good,enough,shallow well,other,non functional
200.0,970.0,650.0,1997.0,handpump,user-group,monthly,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
10.0,825.0,89.0,1984.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,non functional
100.0,1452.0,1.0,1990.0,other,user-group,unknown,unknown,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,submersible,user-group,per bucket,salty,insufficient,borehole,communal standpipe,functional
100.0,173.0,300.0,2004.0,handpump,user-group,never pay,good,insufficient,borehole,hand pump,non functional
500.0,1508.0,40.0,2009.0,handpump,user-group,monthly,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
3000.0,1451.0,200.0,1990.0,handpump,user-group,annually,good,insufficient,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,dry,shallow well,hand pump,non functional
200.0,437.0,50.0,1985.0,other,user-group,monthly,good,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,motorpump,commercial,per bucket,salty,dry,borehole,communal standpipe,non functional
100.0,65.0,60.0,2010.0,submersible,commercial,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
500.0,449.0,260.0,1976.0,handpump,user-group,monthly,good,insufficient,shallow well,hand pump,functional
100.0,825.0,100.0,2000.0,other,commercial,never pay,good,insufficient,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,705.0,2008.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,300.0,2003.0,other,commercial,never pay,salty,insufficient,shallow well,other,non functional
100.0,825.0,1000.0,1975.0,other,user-group,unknown,good,enough,shallow well,other,non functional
100.0,1443.0,250.0,1984.0,other,user-group,never pay,good,enough,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,milky,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,colored,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
500.0,260.0,150.0,2010.0,handpump,user-group,monthly,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,dry,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,seasonal,shallow well,hand pump,functional
1000.0,474.0,1.0,2004.0,handpump,user-group,monthly,good,enough,borehole,hand pump,functional
50.0,1358.0,200.0,2012.0,submersible,commercial,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,55.0,320.0,2006.0,handpump,user-group,never pay,good,seasonal,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,commercial,never pay,salty,seasonal,shallow well,other,functional
50.0,53.0,250.0,2010.0,submersible,user-group,per bucket,salty,insufficient,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,non functional
100.0,1447.0,1.0,1980.0,motorpump,user-group,unknown,good,dry,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,seasonal,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,unknown,milky,enough,shallow well,other,functional
100.0,1544.0,1.0,1974.0,motorpump,unknown,unknown,unknown,dry,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,seasonal,shallow well,hand pump,non functional
100.0,1040.0,1.0,2000.0,submersible,parastatal,never pay,good,enough,borehole,communal standpipe,functional
25.0,859.0,879.0,2010.0,submersible,commercial,per bucket,salty,insufficient,borehole,communal standpipe,functional needs repair
100.0,1142.0,700.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,non functional
100.0,1673.0,75.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,250.0,1976.0,handpump,user-group,never pay,salty,insufficient,shallow well,hand pump,functional needs repair
100.0,825.0,60.0,2000.0,other,commercial,never pay,salty,insufficient,shallow well,other,non functional
